Date,Transaction ID,Description,Debit,Credit,Balance,UPI Ref
19/01/2025,TXN525707362339,UPI/McDonald's,312.93,,50671.93,237054505278
19/01/2025,TXN338125372029,UPI/Blinkit,815.67,,49856.26,163490650985
19/01/2025,TXN050812746577,UPI/Rapido,72.51,,49783.75,466510728388
19/01/2025,TXN840110312242,UPI/NHAI Fastag,250.15,,49533.60,768858731812
19/01/2025,TXN203685016014,UPI/Flipkart,1700.46,,47833.14,698667483598
19/01/2025,TXN125005702252,UPI/Spotify,119.00,,47714.14,485610879937
19/01/2025,TXN484865187379,UPI/Zerodha,2500.57,,45213.57,849832288147
20/01/2025,TXN451790702940,UPI/Dominos,541.77,,44671.80,104895400492
21/01/2025,TXN004882139498,UPI/Swiggy,311.53,,44360.27,865633222900
21/01/2025,TXN088251082422,UPI/Uber,248.49,,44111.78,030293673508
21/01/2025,TXN183826752441,Paid to Rahul Sharma,1159.70,,42952.08,595035106871
22/01/2025,TXN632796667527,UPI/Uber,136.89,,42815.19,811760584988
22/01/2025,TXN971678200069,UPI/NHAI Fastag,207.33,,42607.86,773015729151
23/01/2025,TXN298769652281,UPI/Blinkit,768.65,,41839.21,661960884270
23/01/2025,TXN650673454013,UPI/Ola,124.12,,41715.09,126533723385
23/01/2025,TXN782343004725,UPI/BookMyShow,575.33,,41139.76,305945105750
24/01/2025,TXN345255921097,UPI/RedBus,888.75,,40251.01,145338886628
24/01/2025,TXN642180994877,UPI/Unacademy,1999.00,,38252.01,145793007847
25/01/2025,TXN237615375199,UPI/Blinkit,424.03,,37827.98,710265778154
25/01/2025,TXN746526185412,UPI/Blinkit,320.94,,37507.04,865243653496
25/01/2025,TXN338081980723,UPI/Uber,367.22,,37139.82,967750254246
25/01/2025,TXN335344309101,UPI/Indane Gas,950.00,,36189.82,713869942184
26/01/2025,TXN527418185717,UPI/Swiggy,496.63,,35693.19,517709955087
26/01/2025,TXN350097193355,UPI/Rapido,78.96,,35614.23,424178710834
27/01/2025,TXN769606275185,UPI/BigBasket,981.51,,34632.72,121893860536
27/01/2025,TXN936682934926,UPI/Blinkit,1014.88,,33617.84,680680099161
27/01/2025,TXN349786316367,UPI/Ola,193.72,,33424.12,565174932531
28/01/2025,TXN385758724025,UPI/Uber,188.87,,33235.25,043994547732
28/01/2025,TXN368014694593,UPI/Amazon,696.39,,32538.86,936812067609
28/01/2025,TXN649136525435,UPI/Airtel Postpaid,649.00,,31889.86,364311185740
29/01/2025,TXN744771188063,UPI/Zomato,380.53,,31509.33,235506995002
29/01/2025,TXN302053827682,UPI/McDonald's,430.10,,31079.23,182467101905
29/01/2025,TXN113328228574,UPI/BigBasket,1233.72,,29845.51,030597205620
29/01/2025,TXN015450718327,UPI/Ola,72.20,,29773.31,092109010111
29/01/2025,TXN605888282009,UPI/PVR Cinemas,552.20,,29221.11,202636239531
30/01/2025,TXN115349982595,UPI/Zomato,202.96,,29018.15,023859716823
30/01/2025,TXN760621412287,UPI/Uber,319.36,,28698.79,834355628910
31/01/2025,TXN635802118661,UPI/Amazon,1625.48,,27073.31,526569826742
