Date,Transaction ID,Description,Debit,Credit,Balance,UPI Ref
19/01/2025,TXN525707362339,UPI/McDonald's,312.93,,50671.93,237054505278
19/01/2025,TXN338125372029,UPI/Blinkit,815.67,,49856.26,163490650985
19/01/2025,TXN050812746577,UPI/Rapido,72.51,,49783.75,466510728388
19/01/2025,TXN840110312242,UPI/NHAI Fastag,250.15,,49533.60,768858731812
19/01/2025,TXN203685016014,UPI/Flipkart,1700.46,,47833.14,698667483598
19/01/2025,TXN125005702252,UPI/Spotify,119.00,,47714.14,485610879937
19/01/2025,TXN484865187379,UPI/Zerodha,2500.57,,45213.57,849832288147
20/01/2025,TXN451790702940,UPI/Dominos,541.77,,44671.80,104895400492
21/01/2025,TXN004882139498,UPI/Swiggy,311.53,,44360.27,865633222900
21/01/2025,TXN088251082422,UPI/Uber,248.49,,44111.78,030293673508
21/01/2025,TXN183826752441,Paid to Rahul Sharma,1159.70,,42952.08,595035106871
22/01/2025,TXN632796667527,UPI/Uber,136.89,,42815.19,811760584988
22/01/2025,TXN971678200069,UPI/NHAI Fastag,207.33,,42607.86,773015729151
23/01/2025,TXN298769652281,UPI/Blinkit,768.65,,41839.21,661960884270
23/01/2025,TXN650673454013,UPI/Ola,124.12,,41715.09,126533723385
23/01/2025,TXN782343004725,UPI/BookMyShow,575.33,,41139.76,305945105750
24/01/2025,TXN345255921097,UPI/RedBus,888.75,,40251.01,145338886628
24/01/2025,TXN642180994877,UPI/Unacademy,1999.00,,38252.01,145793007847
25/01/2025,TXN237615375199,UPI/Blinkit,424.03,,37827.98,710265778154
25/01/2025,TXN746526185412,UPI/Blinkit,320.94,,37507.04,865243653496
25/01/2025,TXN338081980723,UPI/Uber,367.22,,37139.82,967750254246
25/01/2025,TXN335344309101,UPI/Indane Gas,950.00,,36189.82,713869942184
26/01/2025,TXN527418185717,UPI/Swiggy,496.63,,35693.19,517709955087
26/01/2025,TXN350097193355,UPI/Rapido,78.96,,35614.23,424178710834
27/01/2025,TXN769606275185,UPI/BigBasket,981.51,,34632.72,121893860536
27/01/2025,TXN936682934926,UPI/Blinkit,1014.88,,33617.84,680680099161
27/01/2025,TXN349786316367,UPI/Ola,193.72,,33424.12,565174932531
28/01/2025,TXN385758724025,UPI/Uber,188.87,,33235.25,043994547732
28/01/2025,TXN368014694593,UPI/Amazon,696.39,,32538.86,936812067609
28/01/2025,TXN649136525435,UPI/Airtel Postpaid,649.00,,31889.86,364311185740
29/01/2025,TXN744771188063,UPI/Zomato,380.53,,31509.33,235506995002
29/01/2025,TXN302053827682,UPI/McDonald's,430.10,,31079.23,182467101905
29/01/2025,TXN113328228574,UPI/BigBasket,1233.72,,29845.51,030597205620
29/01/2025,TXN015450718327,UPI/Ola,72.20,,29773.31,092109010111
29/01/2025,TXN605888282009,UPI/PVR Cinemas,552.20,,29221.11,202636239531
30/01/2025,TXN115349982595,UPI/Zomato,202.96,,29018.15,023859716823
30/01/2025,TXN760621412287,UPI/Uber,319.36,,28698.79,834355628910
31/01/2025,TXN635802118661,UPI/Amazon,1625.48,,27073.31,526569826742
01/02/2025,TXN756797941189,Salary Credit NEFT,,85000.00,112073.31,580456830940
01/02/2025,TXN549381695163,UPI/Spotify,119.00,,111954.31,337054876742
01/02/2025,TXN103428993651,UPI/Spotify,119.00,,111835.31,696776859864
01/02/2025,TXN799644983858,UPI/1mg,763.26,,111072.05,153252110870
02/02/2025,TXN085358545896,UPI/Swiggy,491.22,,110580.83,087779289772
02/02/2025,TXN545352080466,UPI/Uber,194.28,,110386.55,400135147182
03/02/2025,TXN574846674049,UPI/Swiggy,386.61,,109999.94,668699820884
03/02/2025,TXN827612001651,UPI/McDonald's,441.02,,109558.92,694596531262
03/02/2025,TXN690050893635,UPI/BigBasket,978.11,,108580.81,177627802588
03/02/2025,TXN547263407264,UPI/Jio Fiber,999.00,,107581.81,865479564474
03/02/2025,TXN585415167372,UPI/Unacademy,1999.00,,105582.81,431331994963
04/02/2025,TXN760547473714,UPI/Myntra,1151.59,,104431.22,807744379353
04/02/2025,TXN767546117203,UPI/PVR Cinemas,568.37,,103862.85,932465103293
04/02/2025,TXN995147507319,UPI/BookMyShow,400.85,,103462.00,907130298842
04/02/2025,TXN504654744851,UPI/HDFC Life Insurance,3500.00,,99962.00,833457054610
05/02/2025,TXN910543371349,UPI/Swiggy,369.19,,99592.81,461498235434
05/02/2025,TXN864145086515,UPI/Zomato,301.28,,99291.53,362349424850
05/02/2025,TXN654383426192,UPI/Dominos,223.06,,99068.47,555667865697
05/02/2025,TXN395371705302,UPI/HDFC Life Insurance,3500.00,,95568.47,102143963566
05/02/2025,TXN830601975099,Received from Vikram Nair,,591.72,96160.19,017346987482
06/02/2025,TXN317004149890,UPI/Blinkit,664.44,,95495.75,166906144827
06/02/2025,TXN626268865905,UPI/PVR Cinemas,645.26,,94850.49,741452194427
06/02/2025,TXN543023921485,UPI/P2P to Neha Gupta,726.13,,94124.36,677717231126
07/02/2025,TXN345954271458,UPI/Swiggy,494.26,,93630.10,780795209054
07/02/2025,TXN213909954399,UPI/Ola,187.40,,93442.70,246057022646
07/02/2025,TXN122046141345,Paid to Anjali Singh,140.47,,93302.23,756442443995
08/02/2025,TXN743242527492,UPI/Blinkit,756.44,,92545.79,107710035199
08/02/2025,TXN363375751128,UPI/Blinkit,748.28,,91797.51,841309033663
08/02/2025,TXN579133154566,UPI/Ola,203.81,,91593.70,298579928559
08/02/2025,TXN479563216568,UPI/Ola,216.71,,91376.99,939442805365
08/02/2025,TXN529435944509,UPI/Amazon,554.32,,90822.67,691108079204
08/02/2025,TXN620602321326,UPI/Nykaa,1020.38,,89802.29,391970176690
08/02/2025,TXN410721391267,UPI/BookMyShow,416.08,,89386.21,907545659713
09/02/2025,TXN038429177994,UPI/Swiggy,430.77,,88955.44,083871032049
09/02/2025,TXN522843271444,UPI/Uber,265.82,,88689.62,160774884263
09/02/2025,TXN736082437585,UPI/NHAI Fastag,255.46,,88434.16,228150101667
09/02/2025,TXN496971077711,UPI/Netflix,649.00,,87785.16,802884918527
10/02/2025,TXN760810285792,UPI/Zomato,252.44,,87532.72,709658410887
10/02/2025,TXN794907748823,UPI/BigBasket,1357.39,,86175.33,535742664711
10/02/2025,TXN061296545960,UPI/Ola,158.12,,86017.21,829794496263
10/02/2025,TXN643573026754,UPI/BESCOM Electricity,1368.05,,84649.16,859007028406
11/02/2025,TXN661955789284,UPI/Dominos,456.70,,84192.46,259906666539
11/02/2025,TXN540499562964,UPI/Rapido,90.79,,84101.67,933947813647
11/02/2025,TXN249946543463,UPI/NHAI Fastag,224.95,,83876.72,388856272494
11/02/2025,TXN002465230078,UPI/Amazon,752.99,,83123.73,398745758833
11/02/2025,TXN025891817593,UPI/Hotstar Premium,299.00,,82824.73,140178221086
12/02/2025,TXN677447865195,UPI/BESCOM Electricity,1413.29,,81411.44,717865658729
12/02/2025,TXN266442544751,UPI/BookMyShow,317.52,,81093.92,609892665978
13/02/2025,TXN252471193963,UPI/Swiggy,508.36,,80585.56,074801815053
13/02/2025,TXN894772231826,UPI/Zomato,151.61,,80433.95,908576310711
13/02/2025,TXN303622323593,UPI/Blinkit,388.02,,80045.93,950389276977
13/02/2025,TXN573481446956,UPI/Rapido,100.59,,79945.34,450741230541
14/02/2025,TXN137411884105,UPI/Swiggy,511.54,,79433.80,031194723570
14/02/2025,TXN971936214106,UPI/Zomato,472.56,,78961.24,067574169183
14/02/2025,TXN582224618592,UPI/Ola,83.98,,78877.26,834093173405
14/02/2025,TXN075601208429,UPI/Zerodha,5947.36,,72929.90,879259364457
14/02/2025,TXN259089085520,UPI/Zerodha,4011.85,,68918.05,390893650377
15/02/2025,TXN085511582949,UPI/Swiggy,241.51,,68676.54,159066086333
15/02/2025,TXN291669883718,UPI/Blinkit,976.07,,67700.47,362640526480
15/02/2025,TXN957739506690,UPI/Rapido,38.06,,67662.41,005940705710
15/02/2025,TXN595498113293,UPI/Nykaa,486.94,,67175.47,977448224182
15/02/2025,TXN748305378874,UPI/BESCOM Electricity,1635.10,,65540.37,287778050404
16/02/2025,TXN153516557624,UPI/Blinkit,782.81,,64757.56,405123202385
16/02/2025,TXN341493157932,UPI/Uber,97.01,,64660.55,044708776618
16/02/2025,TXN705646154104,UPI/Flipkart,1750.92,,62909.63,406358721993
17/02/2025,TXN334581284578,UPI/Swiggy,398.83,,62510.80,327871101964
17/02/2025,TXN306633996844,UPI/McDonald's,477.13,,62033.67,727160982882
17/02/2025,TXN927212635865,UPI/IRCTC,380.12,,61653.55,370494886735
17/02/2025,TXN848329642660,UPI/Unacademy,1999.00,,59654.55,502066508972
18/02/2025,TXN719498900853,UPI/Zomato,547.11,,59107.44,635749458608
18/02/2025,TXN500025375659,UPI/Rapido,33.57,,59073.87,075430693048
18/02/2025,TXN604203299961,UPI/Ajio,93.38,,58980.49,540856487373
19/02/2025,TXN099521160090,UPI/Dominos,653.13,,58327.36,625117263974
19/02/2025,TXN194820317522,UPI/Ola,239.62,,58087.74,478867238648
19/02/2025,TXN534320004434,UPI/Uber,164.63,,57923.11,771952766930
21/02/2025,TXN637584377653,UPI/Zomato,380.31,,57542.80,448684599317
21/02/2025,TXN638488941534,UPI/Zomato,358.64,,57184.16,006362180989
21/02/2025,TXN513932343877,UPI/McDonald's,237.20,,56946.96,889546566948
21/02/2025,TXN957715522147,Cashback Swiggy,,679.68,57626.64,674043816437
22/02/2025,TXN593756473794,UPI/BigBasket,1389.60,,56237.04,965103064321
22/02/2025,TXN310790258618,UPI/Apollo Pharmacy,10.00,,56227.04,607863782277
22/02/2025,TXN662910333710,UPI/PVR Cinemas,828.19,,55398.85,915318062854
22/02/2025,TXN690356858759,UPI/Zerodha,3964.93,,51433.92,989549705671
23/02/2025,TXN119229767365,UPI/Dominos,343.80,,51090.12,400549301910
23/02/2025,TXN685967186139,UPI/Myntra,1439.64,,49650.48,358582998291
24/02/2025,TXN547820290144,UPI/Ola,79.01,,49571.47,462677375952
24/02/2025,TXN915829896285,UPI/Ola,163.34,,49408.13,117275835492
24/02/2025,TXN381625818641,UPI/Uber,302.55,,49105.58,827446181912
24/02/2025,TXN885957476376,UPI/Rapido,124.35,,48981.23,239002064432
24/02/2025,TXN715193658867,UPI/Zerodha,5279.32,,43701.91,851462728534
25/02/2025,TXN530298443479,UPI/Rapido,45.16,,43656.75,309409228058
25/02/2025,TXN400747390602,UPI/IRCTC,762.01,,42894.74,067535018753
25/02/2025,TXN451907072736,UPI/Amazon,2178.47,,40716.27,212838509922
25/02/2025,TXN126048621694,UPI/Amazon,1439.80,,39276.47,506488122543
25/02/2025,TXN873580854110,UPI/Flipkart,1593.44,,37683.03,012582328348
25/02/2025,TXN832384930896,UPI/HDFC Life Insurance,3500.00,,34183.03,591538704984
25/02/2025,TXN463384964598,Sent to Priya Verma,10.00,,34173.03,805967382074
26/02/2025,TXN153443843698,UPI/Uber,147.76,,34025.27,395208045283
26/02/2025,TXN839266345213,UPI/NHAI Fastag,261.51,,33763.76,505031311606
26/02/2025,TXN679302191664,UPI/Netflix,649.00,,33114.76,416673891260
26/02/2025,TXN537559706986,Transfer to Amit Kumar,390.23,,32724.53,993071576805
27/02/2025,TXN735865706344,UPI/BigBasket,923.15,,31801.38,142639798677
27/02/2025,TXN358743071676,UPI/Ola,231.10,,31570.28,288917371978
27/02/2025,TXN949884118185,UPI/Uber,117.64,,31452.64,231097308851
27/02/2025,TXN627615567466,UPI/Myntra,1277.50,,30175.14,062633045267
28/02/2025,TXN440174027304,UPI/Blinkit,294.28,,29880.86,421909042146
28/02/2025,TXN353667514927,UPI/Uber,324.95,,29555.91,744641664253
28/02/2025,TXN845574976505,UPI/BESCOM Electricity,1310.67,,28245.24,464696119696
28/02/2025,TXN578364692342,Split - Rohit Mehta,752.58,,27492.66,385057416549
01/03/2025,TXN672218860645,Salary Credit NEFT,,85000.00,112492.66,333311908097
01/03/2025,TXN803780645799,UPI/Swiggy,288.54,,112204.12,719828055742
01/03/2025,TXN558788695205,UPI/Ola,367.37,,111836.75,480720411042
01/03/2025,TXN559942229537,UPI/IRCTC,10.00,,111826.75,471772434647
02/03/2025,TXN864710894570,UPI/Swiggy,530.40,,111296.35,428374587417
02/03/2025,TXN242236236729,UPI/Zomato,491.86,,110804.49,406643695688
02/03/2025,TXN496293909180,UPI/Zomato,340.04,,110464.45,509855197505
02/03/2025,TXN485927028113,UPI/Amazon,1238.21,,109226.24,033246620368
02/03/2025,TXN722367928287,UPI/Unacademy,1999.00,,107227.24,165136710347
03/03/2025,TXN110871996021,UPI/Rapido,79.00,,107148.24,151238248594
03/03/2025,TXN454249437608,UPI/Jio Fiber,999.00,,106149.24,408291817764
04/03/2025,TXN999025925759,UPI/Blinkit,805.93,,105343.31,584099882214
04/03/2025,TXN677292718105,UPI/Ola,78.01,,105265.30,100861331905
04/03/2025,TXN768634810211,UPI/Rapido,59.72,,105205.58,103985173399
04/03/2025,TXN749706943909,Transfer to Amit Kumar,445.42,,104760.16,890230423245
05/03/2025,TXN100163662077,UPI/Myntra,908.33,,103851.83,705852392218
06/03/2025,TXN482629692000,UPI/Nykaa,1004.47,,102847.36,839534905432
06/03/2025,TXN185363719578,UPI/Spotify,119.00,,102728.36,323085696624
06/03/2025,TXN489278306089,UPI/Hotstar Premium,299.00,,102429.36,999964475888
07/03/2025,TXN934294382664,UPI/BigBasket,1499.62,,100929.74,561149656293
07/03/2025,TXN655013537473,UPI/Blinkit,1241.69,,99688.05,023781537746
07/03/2025,TXN143431460900,UPI/Uber,91.13,,99596.92,524291540295
07/03/2025,TXN841112065045,UPI/Amazon Prime,299.00,,99297.92,821295767644
07/03/2025,TXN722007470293,Paid to Anjali Singh,10.00,,99287.92,696812424966
08/03/2025,TXN612627428746,UPI/Ola,151.78,,99136.14,919250325011
08/03/2025,TXN271373764893,UPI/IRCTC,204.19,,98931.95,572725198558
08/03/2025,TXN230213332399,UPI/BESCOM Electricity,813.06,,98118.89,152642382263
08/03/2025,TXN981023473547,UPI/Hotstar Premium,299.00,,97819.89,553169814572
08/03/2025,TXN820734584388,UPI/Hotstar Premium,299.00,,97520.89,941414459445
08/03/2025,TXN397567976951,Received from Rahul Sharma,,872.88,98393.77,901306212800
09/03/2025,TXN860973849903,UPI/Rapido,56.11,,98337.66,996429799106
09/03/2025,TXN754088771582,UPI/NHAI Fastag,227.63,,98110.03,155386782351
09/03/2025,TXN149439354027,UPI/Amazon,2534.09,,95575.94,103523577224
09/03/2025,TXN133456276763,UPI/Apollo Pharmacy,1479.54,,94096.40,260406440302
09/03/2025,TXN213721281656,Transfer to Amit Kumar,678.74,,93417.66,050326821870
10/03/2025,TXN816466286569,UPI/Zomato,236.78,,93180.88,524318696753
10/03/2025,TXN528268303870,UPI/Ola,193.46,,92987.42,887695610442
10/03/2025,TXN875159798520,UPI/Indane Gas,950.00,,92037.42,234472530386
10/03/2025,TXN710664772122,UPI/Zerodha,5523.51,,86513.91,303134764534
11/03/2025,TXN111446599181,UPI/Nykaa,759.67,,85754.24,600255911592
11/03/2025,TXN560703520104,UPI/Ajio,833.90,,84920.34,484598669371
12/03/2025,TXN512477646043,UPI/Zomato,349.28,,84571.06,601690828681
12/03/2025,TXN251782897116,UPI/Zomato,345.97,,84225.09,885653169536
12/03/2025,TXN858487805321,UPI/Blinkit,1022.17,,83202.92,744400314444
12/03/2025,TXN533506849309,UPI/Ola,136.98,,83065.94,639183561595
12/03/2025,TXN143509295531,UPI/Airtel Postpaid,649.00,,82416.94,970325189873
12/03/2025,TXN949809145930,UPI/Netflix,649.00,,81767.94,340216651481
12/03/2025,TXN186502713557,UPI/PVR Cinemas,587.60,,81180.34,489449577309
13/03/2025,TXN958220556000,UPI/Swiggy,276.59,,80903.75,290500138338
13/03/2025,TXN039484726255,UPI/BigBasket,1426.49,,79477.26,530501553389
13/03/2025,TXN054731911723,UPI/Uber,158.24,,79319.02,012216232101
13/03/2025,TXN811537688639,UPI/Rapido,73.52,,79245.50,832500343050
13/03/2025,TXN663081864336,UPI/NHAI Fastag,206.72,,79038.78,428122218564
13/03/2025,TXN186584889399,UPI/Amazon,2712.73,,76326.05,904872347524
14/03/2025,TXN530824914385,UPI/Swiggy,276.12,,76049.93,612665299753
14/03/2025,TXN544587691951,UPI/Blinkit,214.20,,75835.73,664379175469
14/03/2025,TXN781174847989,UPI/NHAI Fastag,138.73,,75697.00,117558051657
14/03/2025,TXN666552446419,UPI/Amazon,1168.03,,74528.97,010227177562
14/03/2025,TXN185570144779,UPI/BESCOM Electricity,1539.55,,72989.42,786441606298
15/03/2025,TXN360572033963,UPI/Swiggy,432.01,,72557.41,181497834727
15/03/2025,TXN439522753881,UPI/Ola,262.84,,72294.57,390965374630
15/03/2025,TXN523554340115,UPI/Flipkart,1240.76,,71053.81,924264202846
15/03/2025,TXN061316398665,Rent payment - Landlord,548.39,,70505.42,853752763449
16/03/2025,TXN953339586827,UPI/McDonald's,401.01,,70104.41,774830385508
16/03/2025,TXN691144250916,UPI/BigBasket,1137.64,,68966.77,342573115730
16/03/2025,TXN227471820717,UPI/Amazon,2455.45,,66511.32,593440119737
16/03/2025,TXN854276536030,UPI/Jio Fiber,999.00,,65512.32,892327085143
16/03/2025,TXN448128868566,Sent to Priya Verma,461.47,,65050.85,743311994506
17/03/2025,TXN900773566683,UPI/Ola,282.37,,64768.48,961990563931
17/03/2025,TXN927347406173,UPI/Rapido,87.86,,64680.62,196733350399
17/03/2025,TXN959466482892,UPI/Myntra,536.66,,64143.96,619223399071
17/03/2025,TXN793817829124,UPI/Indane Gas,950.00,,63193.96,812220429074
17/03/2025,TXN434889944580,UPI/Netflix,649.00,,62544.96,843866776245
17/03/2025,TXN437226120030,UPI/BookMyShow,637.58,,61907.38,164257801230
18/03/2025,TXN658981297793,UPI/RedBus,337.96,,61569.42,209113411658
18/03/2025,TXN409305245498,UPI/Zerodha,8017.14,,53552.28,432273315954
18/03/2025,TXN513380569017,Rent payment - Landlord,816.86,,52735.42,215128473462
19/03/2025,TXN054289984785,UPI/Dominos,624.01,,52111.41,067853687932
19/03/2025,TXN992337871629,UPI/Ola,189.85,,51921.56,625288044948
19/03/2025,TXN109636033504,UPI/Uber,414.00,,51507.56,156468160875
19/03/2025,TXN708911396412,Paid to Vikram Nair,378.23,,51129.33,502028828400
20/03/2025,TXN012129124245,UPI/McDonald's,233.23,,50896.10,844182699560
21/03/2025,TXN913654769638,UPI/Amazon,2609.93,,48286.17,007699803670
21/03/2025,TXN323877676726,UPI/BESCOM Electricity,1057.83,,47228.34,821089604929
22/03/2025,TXN936988357768,UPI/Zomato,501.95,,46726.39,089688232365
22/03/2025,TXN832936591296,UPI/Blinkit,500.92,,46225.47,523554213134
22/03/2025,TXN108731165440,UPI/Uber,260.89,,45964.58,379519715245
22/03/2025,TXN401650100766,UPI/RedBus,959.94,,45004.64,952028381556
22/03/2025,TXN855161359570,UPI/Amazon,2251.52,,42753.12,598595074255
23/03/2025,TXN414091692016,UPI/Uber,353.52,,42399.60,426962838491
23/03/2025,TXN542464110175,UPI/NHAI Fastag,189.26,,42210.34,156336950589
24/03/2025,TXN584486318555,UPI/Zomato,401.94,,41808.40,482534853314
24/03/2025,TXN506521432570,UPI/BigBasket,1417.25,,40391.15,541652167979
24/03/2025,TXN539782480234,UPI/Spotify,119.00,,40272.15,398338700380
24/03/2025,TXN308954589487,Received from Rahul Sharma,,657.42,40929.57,994386301151
25/03/2025,TXN147929096916,UPI/Swiggy,30.04,,40899.53,895978779337
25/03/2025,TXN290888802747,UPI/Swiggy,420.67,,40478.86,609504818309
26/03/2025,TXN821788780839,UPI/Swiggy,120.21,,40358.65,732890439167
26/03/2025,TXN808992837101,UPI/Blinkit,432.03,,39926.62,152519759565
26/03/2025,TXN573059817025,UPI/Ola,16.54,,39910.08,859063390294
26/03/2025,TXN849875746376,UPI/Rapido,82.26,,39827.82,772597914130
26/03/2025,TXN740973638204,UPI/Amazon,10.00,,39817.82,119246177183
27/03/2025,TXN889652118828,UPI/Dominos,626.04,,39191.78,257417736345
28/03/2025,TXN725655603186,UPI/Uber,143.22,,39048.56,795083216908
28/03/2025,TXN224260110042,UPI/Uber,10.00,,39038.56,598155151231
28/03/2025,TXN747456131499,UPI/Flipkart,897.85,,38140.71,628701682960
28/03/2025,TXN421425445032,UPI/Amazon Prime,299.00,,37841.71,091033084481
28/03/2025,TXN336308179174,UPI/Apollo Pharmacy,1112.15,,36729.56,862010345733
29/03/2025,TXN566894735738,UPI/Zomato,552.39,,36177.17,199444974435
29/03/2025,TXN364638343508,UPI/Ola,104.36,,36072.81,300516670849
29/03/2025,TXN799933582296,UPI/Uber,277.44,,35795.37,127853120662
29/03/2025,TXN004689077799,UPI/Ajio,1256.40,,34538.97,216802779017
29/03/2025,TXN145276818558,UPI/Airtel Postpaid,649.00,,33889.97,232847821867
29/03/2025,TXN811803549388,UPI/Indane Gas,950.00,,32939.97,411785339161
29/03/2025,TXN311719633469,UPI/PVR Cinemas,644.47,,32295.50,806511441485
30/03/2025,TXN933086381902,UPI/1mg,631.99,,31663.51,639902133815
31/03/2025,TXN541431163859,UPI/Zomato,241.36,,31422.15,876013087518
31/03/2025,TXN736227993872,UPI/Rapido,120.25,,31301.90,708445951777
31/03/2025,TXN276193980219,UPI/Unacademy,1999.00,,29302.90,412425952076
